Frequency,Nominal,Min,Max
1845403.1562185585,2.8108475061437054e-9,2.806740107841713e-9,2.8143798640372193e-9
1888388.1176912368,2.8056210717550304e-9,2.8015917458461763e-9,2.8090594224485614e-9
1932374.3275396866,2.8006198794142826e-9,2.7966626919295497e-9,2.8039696337753967e-9
1977385.107834596,2.795834030075063e-9,2.7919431647600813e-9,2.799100442731605e-9
2023444.3238874653,2.791254021826419e-9,2.787423769281922e-9,2.7944422002636423e-9
2070576.3969043116,2.786870734436717e-9,2.7830954812454207e-9,2.7899856479848946e-9
2118806.3169341153,2.7826754143381758e-9,2.7789496321603927e-9,2.7857219030596645e-9
2168159.6561188744,2.7786596600455956e-9,2.7749778946644675e-9,2.781642443531138e-9
2218662.582252294,2.7748154080021754e-9,2.7711722682979068e-9,2.777739094087038e-9
2270341.8726542946,2.7711349188446207e-9,2.7675250656755192e-9,2.7740040122559163e-9
2323224.928368704,2.767610764079097e-9,2.7640288990455672e-9,2.7704296750265196e-9
2377339.7886916515,2.7642358131590633e-9,2.760676667224949e-9,2.767008865882062e-9
2432715.146038376,2.7610032209554364e-9,2.757461542899245e-9,2.763734662240772e-9
2489380.361156321,2.7579064156091092e-9,2.7543769602756913e-9,2.7606004232935755e-9
2547365.4786925963,2.7549390867553442e-9,2.7514166030765003e-9,2.757599778229441e-9
2606701.2431240426,2.7520951741092247e-9,2.7485743928594667e-9,2.754726614838492e-9
2667419.115058363,2.749368856400911e-9,2.7458444776522093e-9,2.7519750684827163e-9
2729551.287914953,2.746754540649136e-9,2.7432212208859423e-9,2.74933951142376e-9
2793130.7049942785,2.744246851761103e-9,2.74069919061412e-9,2.7468145424971147e-9
2858191.0769448476,2.7418406224465285e-9,2.738273149000822e-9,2.744394977121716e-9
2924766.899637044,2.739530883433475e-9,2.735938042063249e-9,2.7420758376338327e-9
2992893.472453295,2.737312853973201e-9,2.7336889896521802e-9,2.739852343933939e-9
3062606.9170042686,2.7351819326211093e-9,2.7315212756537296e-9,2.737719904435093e-9
3133944.196281033,2.7331336882805837e-9,2.729430338395231e-9,2.735674107301268e-9
3206943.134253321,2.7311638514962985e-9,2.72741176123747e-9,2.7337107119639163e-9
3281642.4359243014,2.7292683059833104e-9,2.725461263334959e-9,2.7318256409049613e-9
3358081.7078524814,2.727443080378044e-9,2.7235746905452973e-9,2.7300149716943353e-9
3436301.479151631,2.7256843401969723e-9,2.7217480064680005e-9,2.728274929270062e-9
3516343.2229798534,2.7239883799885845e-9,2.719977283592507e-9,2.7266018784487938e-9
3598249.378529205,2.7223516156638923e-9,2.718258694534272e-9,2.7249923166546303e-9
3682063.373527514,2.7207705769904646e-9,2.716588503337091e-9,2.723442866853967e-9
3767829.6472643376,2.7192419002346074e-9,2.7149630568188924e-9,2.721950270683942e-9
3855593.6741532623,2.71776232093596e-9,2.7133787759372813e-9,2.7205113817620296e-9
3945401.9878430385,2.7163286667983713e-9,2.711832147150116e-9,2.7191231591640976e-9
4037302.2058903384,2.7149378506804692e-9,2.7103197137452843e-9,2.7177826610581617e-9
4131343.0550072137,2.713586863668852e-9,2.7088380671126456e-9,2.7164870384808576e-9
4227574.396896644,2.712272768216298e-9,2.7073838379297935e-9,2.7152335292434475e-9
4326047.25468987,2.710992691326768e-9,2.7059536872319764e-9,2.714019451953974e-9
